,Unnamed: 0,Name,所属日期,股票名称,股票代码,50周价格水平,当日涨幅,当月涨幅,调入状态,推荐家数,所属行业,市值,推荐机构,推荐逻辑,流通市值(亿元),date,ticker_1
893,893,202104金股.xlsx,2021/4/1,"振华科技
SZ000733",SZ000733,0.5878,0.0047,-0.0914,近7个月首推,2,电子,中市值,东北证券,公司业绩大超预期，充分验证军工行业高景气度 公司全年业绩实现高速增长，单季度来看，Q4实现归母净利润1.63-2.52亿元，同比实现大幅扭亏（去年四季度大幅计提导致亏损），环比三季度增长32.5%-105%，作为军工行业先期指标，充分验证了军工行业高景气度。预计十四五期间，下游需求有望大规模释放，未来公司新型元器件业务有望持续高增长。 将彻底甩掉历史包袱，业绩有望充分体现元器件业务发展 公司历史上业务较为繁杂，包括手机整机和动力电池等业务，由于手机整机和动力电池业务发展困难，出现大幅亏损，严重影响公司整体业绩。近几年公司通过瘦身健体，逐步压缩和出清亏损资产，聚焦新型电子元器件业务，已取得显著成效。预计2020年深圳通信和振华新能源导致的减值准备约为2亿元，剔除该因素影响，公司元器件业务贡献的利润约为7.21-8.10亿元。预计2021年开始，上述深圳通信和振华新能源的减值风险消除，业绩有望充分体现元器件业务发展的实际情况。 盈利预测与投资建议 鉴于军品业务发展大超预期，上调公司盈利预测，预计公司2020/21/22年将实现营业收入44.02/63.32/85.50亿元，归母净利润分别为5.95/11.38/16.28亿元，EPS分别为1.16/2.21/3.16元，对应PE分别为46/24/17倍。鉴于军工行业景气度不断提升，给予40倍PE，对应2021年目标价为88.40元，维持“买入”评级。 风险提示 军品订单释放和军品交付不及预期。,254.21,2021-04-01,A000733
894,894,202104金股.xlsx,2021/4/1,"晨鸣纸业
HK01812",HK01812,0.5248,-0.0181,-0.0932,连续2个月推荐,1,港股,小市值,东北证券,1）纸浆行业供需改善：供给端针叶浆两年内几无新增产能，需求端限塑令&限废令带动下白卡需求大增，其他纸种如双胶纸/静电纸/出口瓦楞纸的需求旺盛，销量快速增长，在造纸行业集中度提升背景下，预计浆价纸价将创新高；2）原料自给率高带来高弹性：晨鸣木浆自给率高，在自身产品价格上涨的同时成本相对稳定，业绩向上弹性较大；3）目前AH溢价达到39%，晨鸣H股性价比更高。 风险提示：纸价上涨不及预期，融资租赁风险,0.0,2021-04-01,AK01812
895,895,202104金股.xlsx,2021/4/1,"瑞丰新材
SZ300910",SZ300910,0.654,-0.0147,0.2338,近12个月首推,1,化工,小市值,东北证券,润滑油添加剂千亿赛道，国产替代正当时，推荐瑞丰新材 润滑油添加剂市场巨大，公司成长可期。全球润滑油添加剂市场庞大，据IMARC Group，2019全球规模达159亿美元，中国已成为全球第二大市场，据Statista，2019年中国市场规模为95.9万吨，但全球市场仍由国外四大厂商主导，国内技术壁垒有望突破，同时节能减排政策推动润滑油添加剂产品升级，国产替代进程正在进一步加速。 加快高端润滑油复合剂API认证，进一步打开国内外市场。公司已与中石化、中石油旗下等国内主要润滑油企业建立长期的合作关系，向客户提供优质的润滑油单剂及复合剂。公司已自主掌握SN、CI-4汽油及柴油复合剂配方工艺，目前正在国外加快申请SP、CK最高级别的机油复合剂API认证。通过认证后，公司复合剂产品可顺利进入海外及国内润滑油供应体系，市场空间将打开，快速扩大份额。 扩产能调结构，市场份额不断提升。公司市场占有率逐渐上升，2019全球占有率达0.89%，后期有望持续提升。公司2019年底拥有单剂产能7.1万吨，复合剂产能1.5万吨，通过新建及技改项目，预计2022年新乡产能接近15万吨，后期随着沧州15万吨产能的释放，规模不断提升。公司正实现从单剂向复合剂的结构转变，另外新乡1.52万吨募投项目中的极压耐磨剂和黏度指数改进剂等特种单剂将进一步完善产品矩阵，实现产品升级，稳固公司国内润滑油添加剂龙头地位。无碳纸显色剂行业增速平稳，公司保持引领行业。公司作为无碳纸显色剂行业龙头，是国内该类产品的开创者和领导者，在技术储备和研发能力上均处于领先水平，在国内外市占有率始终保持领先。 投资建议：润滑油添加剂国产替代是驱动，产能扩张是支撑，加速API认证，市占率与盈利能力有望同时提升。预计公司2020-2022年实现营收9.25/14.76/19.66亿元，归母净利润1.95/3.07/4.30亿元，对应PE分别为54X/34X/25X，当前PEG为0.71，2019年全球市占率仅为0.89%，伴随公司产能投产以及高级别API的认证，将强化成长逻辑，公司2021-2022复合增速为49%，建议给与2021年1倍PEG，取值PE为49X，对应市值150亿元。给予“买入”评级。 风险提示：API认证不及预期；产能消化不及预期；需求下滑风险。,32.99,2021-04-01,A300910
896,896,202104金股.xlsx,2021/4/1,"华友钴业
SH603799",SH603799,0.4966,0.0263,0.1183,连续6个月推荐,1,有色金属,中市值,东北证券,打造红土镍矿-锂电材料领域的青山：新能车产业趋势加速，产业从1到10过程中无需担心量，长坡厚雪壁垒为王。对于华友所处的镍钴-材料环节来看，以811配比为例，单做前驱体的利润为3-5K元/吨，一体化的流程节省带来2-3K元利润，而对应的MHP则可以贡献1.5-2W元利润，核心利润点在镍钴冶炼。华友印尼红土镍矿-湿法冶炼到MHP项目的成本显著低于行业主流成本，低于镍铁-高冰镍-硫酸镍成本4-5K美金/金吨，因此不考虑价格弹性的情况下，华友将稳定赚取技术路径及成本控制带来的丰厚的成本价差。镍钴资源-材料的一体化打通，将带来公司壁垒、份额、利润、ROE的持续提升，华友从全球钴业龙头，一体化成长为锂电材料龙头，从周期成长变为超级成长。,854.8,2021-04-01,A603799
897,897,202104金股.xlsx,2021/4/1,"东方雨虹
SZ002271",SZ002271,0.9305,-0.0073,0.1181,连续4个月推荐,3,建筑材料,大市值,东北证券,1.防水行业新规预计今年推出，行业规模能扩大50%，同时对产品的要求也更高，公司市占率有望进一步提升；2.涂料打入万科供应链，今年预计有翻倍式增长，做到30亿营收；3.技术水平提升有望进一步压缩成本，提高毛利率；4.渠道下沉布局顺利，C端发展优异,1310.18,2021-04-01,A002271
898,898,202104金股.xlsx,2021/4/1,"长春高新
SZ000661",SZ000661,0.8878,0.0051,0.1055,近2个月首推,3,医药生物,大市值,东北证券,国内生长激素市场空间广阔，长期高增速可期。国内适用于生长激素治疗的儿童患者人群超过350万人，目前整体治疗率仅3%左右，并且患者平均用药时长与欧美发达国家还有一定差距，未来提升空间大。金赛拥有粉针、水针和长效水针三种剂型，产品线完备，随着消费升级粉针逐步向水针和长效升级，患者年用药金额有望不断提升。此外，公司重组促卵泡素产品处于快速增长期，有望成为第二大产品线，持续贡献业绩增量。 重磅品种鼻喷流感疫苗新上市有望快速放量。百克生物主要产品水痘疫苗2020年1-11月累计批签发超750万支，占比超30%，国内两针法进一步推广下，水痘疫苗市场规模有望进一步扩容。重磅新品鼻喷流感疫苗于2020年3月获批，年内批签发超过150万支。疫情过后人民群众对疫苗产品认知度提升巨大，公司鼻喷流感疫苗有望持续放量。带状疱疹疫苗处于III期临床，国内进度领先；瑞宙生物13价肺炎和20价肺炎疫苗有望进入临床，疫苗板块中长期增长动力充足。 考虑到生长激素国内渗透率仍处于低位，适应症有待进一步拓展，剂型升级有望量价齐升，公司产品线齐全，销售能力强，先发优势显著；二线产品促卵泡激素开始放量，为公司带来新的利润增长点；疫苗板块重磅新品鼻喷流感疫苗上市，新冠疫情后大众对疫苗产品认知度提升，公司产品有望快速放量，业绩增长确定性较强。预计公司2020-2022年营收分别为92.55亿元、125.83亿元和152.26亿元，对应归母净利润分别为30.57亿元、42.82亿元和52.68亿元，对应市盈率为59X、42X和34X。,1797.51,2021-04-01,A000661
899,899,202104金股.xlsx,2021/4/1,"方正证券
SH601901",SH601901,0.4633,0.0139,0.0862,近4个月首推,1,非银金融,中市值,东北证券,方正集团重整计划草案将于四月底前提交，届时重整计划将明朗化，若平安证券和方正证券顺利合并，整体规模将跻身头部券商行列。,767.23,2021-04-01,A601901
900,900,202104金股.xlsx,2021/4/1,"首旅酒店
SH600258",SH600258,0.7571,0.0106,-0.0224,连续2个月推荐,3,休闲服务,中市值,东北证券,公司是国内酒店行业前三龙头，在往年酒店行业周期中业绩展现了高弹性，同时估值随着经营数据边际变化趋势一致。本次疫情后酒店行业复苏迹象明确，清明/五一双节驱动旅游需求释放，公司有望迎来经营改善、估值抬升的戴维斯双击。同时北京环球影城于将于5月1日正式开业、2022年初北京冬奥会开幕，有望进一步催化北方旅游市场，给公司的业绩增长带来想象空间。 加盟占比较低，短期内复苏弹性大。公司2019年加盟占比为81%，低于锦江/华住水平。这一特点在周期复苏阶段表现为更大的净利润弹性，根据我们测算，RevPAR提升1%，首旅净利润增长9-11%，RevPAR提升1%，锦江净利润增长5-7%。这将直接转化为周期复苏时的公司的业绩弹性和估值弹性。20Q1/Q2/Q3公司经营情况已呈现稳步复苏态势，整体RevPAR分别下降62%/49%/29%。春节后疫情天气回暖，疫情形势进一步好转，清明/五一双节在即，国内低风险地区实现一码通，娱乐场所/会展/演出等解除限制进一步驱动需求回暖，酒店业周期反转在望，公司有望迎来“戴维斯双击”。 疫情不改扩张步伐，全年开店数量创新高。面对新冠疫情挑战，公司深化人员/机制改革，积极推动门店扩张，20年全年新开门店数量创历史新高（此前历史最高为2019年829家，2020年公司计划开店800-1000家）。20年公司积极扩展开发团队，人数从19年100人+提升至目前200人+、并计划在21年底扩张至500人；开店策略方面发力中高端，并积极拓展下沉市场，计划未来三年门店量翻倍（达到1万家），目前公司储备门店数量增速正持续攀升。 环球影城项目开业引发市场关注，带来长期想象空间。当前，国内影响力最大的文旅开发项目北京环球影城由美国环球影业电影公司和首旅酒店母公司首旅集团共同投资，已于2月22日上线APP/小程序，开启试运营，并计划在5月1日正式投入运营。公司有望在开业伊始占据环球影城周边优质物业，借影城开业之风，增加品牌曝光度和影响力，并依托集团大旅业整合优势，在环球影城项目中探索其他合作方式。,258.04,2021-04-01,A600258
901,901,202104金股.xlsx,2021/4/1,"南方航空
SH600029",SH600029,0.5773,0.0063,-0.0626,连续2个月推荐,1,交通运输,中市值,东北证券,3月航空客运量快速修复，4、5月迎来小长假，预计航空需求会有爆发性增长。三大航修复空间巨大。其中南方航空国际航线占比最低，弹性更高。,519.14,2021-04-01,A600029
902,902,202104金股.xlsx,2021/4/1,"星 期 六
SZ002291",SZ002291,0.168,0.0074,-0.0853,近5个月首推,2,纺织服装,小市值,东北证券,1）遥望开年GMV加速启动，21Q1业绩兑现确定性强；21年至今（截至3月24日）已累计带货20.3亿+，同比20Q1的1.52亿保持12倍以上增速，公司21Q1业绩有望超预期； 2）主播签约+品类扩容进行中，21年GMV有望实现翻倍增长；遥望21年预计建设60余名全约主播+百余名商务约主播梯队；同时积极扩充服装、珠宝等带货品类，两类主播全年有望分别贡献百亿GMV； 3）定增方案进行中，30亿定增贡献未来营收增量；YOWANT数字营销云及社交生态圈项目有望年均贡献超30亿营收，助力公司巩固市场地位； 4）行业高景气度，MCN整合兼并趋势下头部效应凸显；21年直播电商预计2万亿市场对应~70%高速增长，遥望作为抖音和快手核心服务商，已形成成熟商业模式，头部价值凸显；,99.62,2021-04-01,A002291
903,903,202104金股.xlsx,2021/4/1,"振华科技
SZ000733",SZ000733,0.5878,0.0047,-0.0914,近7个月首推,2,电子,中市值,东北证券,公司业绩大超预期，充分验证军工行业高景气度 公司全年业绩实现高速增长，单季度来看，Q4实现归母净利润1.63-2.52亿元，同比实现大幅扭亏（去年四季度大幅计提导致亏损），环比三季度增长32.5%-105%，作为军工行业先期指标，充分验证了军工行业高景气度。预计十四五期间，下游需求有望大规模释放，未来公司新型元器件业务有望持续高增长。 将彻底甩掉历史包袱，业绩有望充分体现元器件业务发展 公司历史上业务较为繁杂，包括手机整机和动力电池等业务，由于手机整机和动力电池业务发展困难，出现大幅亏损，严重影响公司整体业绩。近几年公司通过瘦身健体，逐步压缩和出清亏损资产，聚焦新型电子元器件业务，已取得显著成效。预计2020年深圳通信和振华新能源导致的减值准备约为2亿元，剔除该因素影响，公司元器件业务贡献的利润约为7.21-8.10亿元。预计2021年开始，上述深圳通信和振华新能源的减值风险消除，业绩有望充分体现元器件业务发展的实际情况。 盈利预测与投资建议 鉴于军品业务发展大超预期，上调公司盈利预测，预计公司2020/21/22年将实现营业收入44.02/63.32/85.50亿元，归母净利润分别为5.95/11.38/16.28亿元，EPS分别为1.16/2.21/3.16元，对应PE分别为46/24/17倍。鉴于军工行业景气度不断提升，给予40倍PE，对应2021年目标价为88.40元，维持“买入”评级。 风险提示 军品订单释放和军品交付不及预期。,254.21,2021-04-01,A000733
904,904,202104金股.xlsx,2021/4/1,"晨鸣纸业
HK01812",HK01812,0.5248,-0.0181,-0.0932,连续2个月推荐,1,港股,小市值,东北证券,1）纸浆行业供需改善：供给端针叶浆两年内几无新增产能，需求端限塑令&限废令带动下白卡需求大增，其他纸种如双胶纸/静电纸/出口瓦楞纸的需求旺盛，销量快速增长，在造纸行业集中度提升背景下，预计浆价纸价将创新高；2）原料自给率高带来高弹性：晨鸣木浆自给率高，在自身产品价格上涨的同时成本相对稳定，业绩向上弹性较大；3）目前AH溢价达到39%，晨鸣H股性价比更高。 风险提示：纸价上涨不及预期，融资租赁风险,0.0,2021-04-01,AK01812
905,905,202104金股.xlsx,2021/4/1,"古井贡酒
SZ000596",SZ000596,0.6624,0.0215,0.1917,近4个月首推,1,食品饮料,中市值,国盛证券,Q1动销良好，高端化全国化再上台阶,940.51,2021-04-01,A000596
906,906,202104金股.xlsx,2021/4/1,"雅化集团
SZ002497",SZ002497,0.479,0.0349,0.1579,近5个月首推,1,化工,中市值,国盛证券,二季度锂矿价格上涨带动公司主产品氢氧化锂价格提升，公司未来新产线扩张体量+提速,200.74,2021-04-01,A002497
907,907,202104金股.xlsx,2021/4/1,"海康威视
SZ002415",SZ002415,0.8015,0.0218,0.1428,连续4个月推荐,2,电子,大市值,国盛证券,“脱钩”安防,5793.76,2021-04-01,A002415
908,908,202104金股.xlsx,2021/4/1,"宁波银行
SZ002142",SZ002142,0.8238,0.0213,0.0841,连续6个月推荐,1,银行,大市值,国盛证券,公司基本面在银行板块中确定性更高，持续打造自身核心竞争力，财富管理等中间业务打开增长空间,2448.22,2021-04-01,A002142
909,909,202104金股.xlsx,2021/4/1,"三友化工
SH600409",SH600409,0.573,0.028,0.0508,连续4个月推荐,1,化工,中市值,国盛证券,粘胶短纤进入上行周期，盈利弹性大,228.52,2021-04-01,A600409
910,910,202104金股.xlsx,2021/4/1,"浙江鼎力
SH603338",SH603338,0.2532,0.0061,-0.0592,近2个月首推,1,机械设备,中市值,国盛证券,高空作业平台龙头受益国内外高景气,437.18,2021-04-01,A603338
911,911,202104金股.xlsx,2021/4/1,"天 融 信
SZ002212",SZ002212,0.0602,-0.0074,-0.0617,近3个月首推,1,计算机,中市值,国盛证券,传统边界安全防护龙头企业，新领域布局超预期,215.6,2021-04-01,A002212
912,912,202104金股.xlsx,2021/4/1,"瀚蓝环境
SH600323",SH600323,0.3961,0.004,-0.0648,连续4个月推荐,5,公用事业,小市值,国盛证券,垃圾焚烧产能投运带来高成长，管理优异保障长期发展,190.52,2021-04-01,A600323
913,913,202104金股.xlsx,2021/4/1,"恒逸石化
SZ000703",SZ000703,0.3961,0.0022,-0.0771,连续2个月推荐,1,化工,中市值,国盛证券,炼化-化纤均衡一体化，全球化纤巨头加速崛起,459.65,2021-04-01,A000703
914,914,202104金股.xlsx,2021/4/1,"振华科技
SZ000733",SZ000733,0.5878,0.0047,-0.0914,近7个月首推,2,电子,中市值,国盛证券,高成长低估值军工电子和半导体主力军，国内军用IGBT唯一供应商，且体外FPGA资产存注入预期,254.21,2021-04-01,A000733
915,915,202104金股.xlsx,2021/4/1,"埃 斯 顿
SZ002747",SZ002747,0.7202,0.0486,0.3005,连续4个月推荐,1,机械设备,中市值,新时代证券,国内机器人产业龙头，平台模式具备稀缺性； 国产替代加速，市场份额向龙头集中，核心部件优势突出； 并购外资优秀企业，整合预期,267.95,2021-04-01,A002747
916,916,202104金股.xlsx,2021/4/1,"法拉电子
SH600563",SH600563,0.9411,0.0055,0.1698,连续2个月推荐,1,电子,中市值,新时代证券,1）下游多重利好，打开新一轮高增长期； 2）深耕薄膜电容数十载，客户资源优质； 3）技术领先，全球竞争力强,259.99,2021-04-01,A600563
917,917,202104金股.xlsx,2021/4/1,"分众传媒
SZ002027",SZ002027,0.6577,0.0161,0.1541,连续12个月推荐,2,传媒,大市值,新时代证券,1、线下梯媒广告龙头，客户结构持续改善，消费类客户占比不断提升，公司现金储备丰厚。2、疫情冲击，市场竞争格局得到改善，龙头地位更加集中。3、经济复苏，梯煤恢复高速增长，新消费赛道崛起带来旺盛广告需求。4、公司打造多个爆款案例，品牌服务能力带来强劲增长，客户认可度持续提升。,1547.05,2021-04-01,A002027
918,918,202104金股.xlsx,2021/4/1,"宁德时代
SZ300750",SZ300750,0.7067,0.0529,0.1392,连续17个月推荐,4,电气设备,大市值,新时代证券,"1）新能源汽车销量逐步恢复，未来增长确定性强； 2）风光电新能源发展迅速，储能配套有望兴起； 3）供应链控制能力强，规模化优势明显，且技术不断创新，拥有持续降本能力； 4）深度绑定国内主流车企，全球化供应进行中。""",4730.5,2021-04-01,A300750
919,919,202104金股.xlsx,2021/4/1,"海 利 得
SZ002206",SZ002206,0.8994,-0.0065,0.0288,连续2个月推荐,1,化工,小市值,新时代证券,涤纶车用丝行业复苏，公司越南项目投产打破发展瓶颈,74.85,2021-04-01,A002206
920,920,202104金股.xlsx,2021/4/1,"宋城演艺
SZ300144",SZ300144,0.8114,0.0149,0.0168,近7个月首推,5,休闲服务,中市值,新时代证券,1、公司是旅游演艺行业龙头，市占率超30%，业绩10年增7倍。2、行业渗透率提升空间巨大，未来可促进市场规模膨胀3-5倍。3、公司持续扩张并取得成功，二轮扩张项目将迎来业绩爆发期。,561.64,2021-04-01,A300144
921,921,202104金股.xlsx,2021/4/1,"贵州茅台
SH600519",SH600519,0.5417,-0.025,0.0164,连续14个月推荐,7,食品饮料,大市值,新时代证券,超高端白酒竞争格局稳固，行业受益消费升级价格持续上行，公司飞天出厂价有大幅上行空间，非标类产品提价将成常态化,26310.31,2021-04-01,A600519
922,922,202104金股.xlsx,2021/4/1,"中国中免
SH601888",SH601888,0.612,0.0098,0.0128,连续12个月推荐,7,休闲服务,大市值,新时代证券,1、公司是国内免税行业绝对龙头，国内市场份额为85%，业绩10年增15倍，保持长牛趋势。2、垄断离岛免税经营权，三亚机场离岛免税店落定。武汉北京广州杭州等地也将陆续设立。3、2020全年离岛免税额超274亿增103.7%，2021年有望延续劲增趋势。,5993.71,2021-04-01,A601888
923,923,202104金股.xlsx,2021/4/1,"三七互娱
SZ002555",SZ002555,0.0331,-0.0122,-0.0068,连续5个月推荐,1,传媒,中市值,新时代证券,1、“双核+多元”战略持续推进，产品矩阵不断丰富；2、持续加码研发投入，研运一体化能力不断提升；3、产品品类储备丰富，总储备项目50余款。,466.39,2021-04-01,A002555
924,924,202104金股.xlsx,2021/4/1,"太阳纸业
SZ002078",SZ002078,0.4729,-0.0138,-0.0445,连续4个月推荐,4,轻工制造,中市值,新时代证券,1）文化纸受益浆价上涨，价格高位运行；2）3-5月需求旺季+100周年党建增量需求释放促进行业景气上行；3）箱板纸产能落地+溶解浆景气修复释放盈利弹性；4）原材料成本优势凸显,399.74,2021-04-01,A002078
925,925,202104金股.xlsx,2021/4/1,"埃 斯 顿
SZ002747",SZ002747,0.7202,0.0486,0.3005,连续4个月推荐,1,机械设备,中市值,新时代证券,国内机器人产业龙头，平台模式具备稀缺性； 国产替代加速，市场份额向龙头集中，核心部件优势突出； 并购外资优秀企业，整合预期,267.95,2021-04-01,A002747
926,926,202104金股.xlsx,2021/4/1,"法拉电子
SH600563",SH600563,0.9411,0.0055,0.1698,连续2个月推荐,1,电子,中市值,新时代证券,1）下游多重利好，打开新一轮高增长期； 2）深耕薄膜电容数十载，客户资源优质； 3）技术领先，全球竞争力强,259.99,2021-04-01,A600563
927,927,202104金股.xlsx,2021/4/1,"分众传媒
SZ002027",SZ002027,0.6577,0.0161,0.1541,连续12个月推荐,2,传媒,大市值,新时代证券,1、线下梯媒广告龙头，客户结构持续改善，消费类客户占比不断提升，公司现金储备丰厚。2、疫情冲击，市场竞争格局得到改善，龙头地位更加集中。3、经济复苏，梯煤恢复高速增长，新消费赛道崛起带来旺盛广告需求。4、公司打造多个爆款案例，品牌服务能力带来强劲增长，客户认可度持续提升。,1547.05,2021-04-01,A002027
928,928,202104金股.xlsx,2021/4/1,"宁德时代
SZ300750",SZ300750,0.7067,0.0529,0.1392,连续17个月推荐,4,电气设备,大市值,新时代证券,"1）新能源汽车销量逐步恢复，未来增长确定性强； 2）风光电新能源发展迅速，储能配套有望兴起； 3）供应链控制能力强，规模化优势明显，且技术不断创新，拥有持续降本能力； 4）深度绑定国内主流车企，全球化供应进行中。""",4730.5,2021-04-01,A300750
929,929,202104金股.xlsx,2021/4/1,"海 利 得
SZ002206",SZ002206,0.8994,-0.0065,0.0288,连续2个月推荐,1,化工,小市值,新时代证券,涤纶车用丝行业复苏，公司越南项目投产打破发展瓶颈,74.85,2021-04-01,A002206
930,930,202104金股.xlsx,2021/4/1,"宋城演艺
SZ300144",SZ300144,0.8114,0.0149,0.0168,近7个月首推,5,休闲服务,中市值,新时代证券,1、公司是旅游演艺行业龙头，市占率超30%，业绩10年增7倍。2、行业渗透率提升空间巨大，未来可促进市场规模膨胀3-5倍。3、公司持续扩张并取得成功，二轮扩张项目将迎来业绩爆发期。,561.64,2021-04-01,A300144
931,931,202104金股.xlsx,2021/4/1,"贵州茅台
SH600519",SH600519,0.5417,-0.025,0.0164,连续14个月推荐,7,食品饮料,大市值,新时代证券,超高端白酒竞争格局稳固，行业受益消费升级价格持续上行，公司飞天出厂价有大幅上行空间，非标类产品提价将成常态化,26310.31,2021-04-01,A600519
932,932,202104金股.xlsx,2021/4/1,"中国中免
SH601888",SH601888,0.612,0.0098,0.0128,连续12个月推荐,7,休闲服务,大市值,新时代证券,1、公司是国内免税行业绝对龙头，国内市场份额为85%，业绩10年增15倍，保持长牛趋势。2、垄断离岛免税经营权，三亚机场离岛免税店落定。武汉北京广州杭州等地也将陆续设立。3、2020全年离岛免税额超274亿增103.7%，2021年有望延续劲增趋势。,5993.71,2021-04-01,A601888
933,933,202104金股.xlsx,2021/4/1,"三七互娱
SZ002555",SZ002555,0.0331,-0.0122,-0.0068,连续5个月推荐,1,传媒,中市值,新时代证券,1、“双核+多元”战略持续推进，产品矩阵不断丰富；2、持续加码研发投入，研运一体化能力不断提升；3、产品品类储备丰富，总储备项目50余款。,466.39,2021-04-01,A002555
934,934,202104金股.xlsx,2021/4/1,"太阳纸业
SZ002078",SZ002078,0.4729,-0.0138,-0.0445,连续4个月推荐,4,轻工制造,中市值,新时代证券,1）文化纸受益浆价上涨，价格高位运行；2）3-5月需求旺季+100周年党建增量需求释放促进行业景气上行；3）箱板纸产能落地+溶解浆景气修复释放盈利弹性；4）原材料成本优势凸显,399.74,2021-04-01,A002078
935,935,202104金股.xlsx,2021/4/1,"紫金矿业
SH601899",SH601899,0.6504,-0.0177,0.1528,连续9个月推荐,3,有色金属,大市值,银河证券,全球经济复苏+货币政策宽松+财政刺激加码均利好商品价格上行， 公司在全球范围内都拥有大量的优质铜矿与金矿资源，将受益于价格上行。,2217.39,2021-04-01,A601899
936,936,202104金股.xlsx,2021/4/1,"晶盛机电
SZ300316",SZ300316,0.5754,0.0345,0.1381,连续5个月推荐,2,电气设备,中市值,银河证券,公司是光伏晶体生长设备龙头，光伏扩产提供业绩支承。同时，公司 在半导体和蓝宝石领域的布局将注入成长新动力。,465.45,2021-04-01,A300316
937,937,202104金股.xlsx,2021/4/1,"博腾股份
SZ300363",SZ300363,0.8223,0.0977,0.1293,连续2个月推荐,2,医药生物,中市值,银河证券,CDMO 行业景气度高，公司在手订单丰厚。公司在原料药 CDMO 深 入推进，API 战略效果显；创新药原料药首获商业化订单，国内市场实现 NDA 零突破；客户与产品结构持续优化，新产能建设顺利推进；生物和制剂 CDMO 亦实现里程碑发展。,293.48,2021-04-01,A300363
938,938,202104金股.xlsx,2021/4/1,"卫星石化
SZ002648",SZ002648,0.696,0.0372,0.0735,连续3个月推荐,1,化工,中市值,银河证券,丙烯酸及酯行业集中度高，公司是国内优质龙头企业，以轻烃为原料， 特别是布局乙烷蒸汽裂解项目，在成本方面竞争优势尤为突出。,415.17,2021-04-01,A002648
939,939,202104金股.xlsx,2021/4/1,"当升科技
SZ300073",SZ300073,0.4548,0.0326,0.0574,近2个月首推,2,化工,中市值,银河证券,预计全球三元正极材料出货量 2020-2025年复合增长率将达到 29.0%， 公司是正极材料龙头，产能放量，客户优质，全球竞争力强。,211.85,2021-04-01,A300073
940,940,202104金股.xlsx,2021/4/1,"贵州茅台
SH600519",SH600519,0.5417,-0.025,0.0164,连续14个月推荐,7,食品饮料,大市值,银河证券,白酒行业集中度进一步加大，效益进一步向优势产区和企业集中，公 司拥有深厚的品牌基础及强影响力。新冠疫情影响下，公司仍正常完成 2020 年 度收入、利润目标。,26310.31,2021-04-01,A600519
941,941,202104金股.xlsx,2021/4/1,"中信特钢
SZ000708",SZ000708,0.5143,0.0482,0.0125,近4个月首推,1,钢铁,中市值,银河证券,高端特钢受政策重点支持，行业需求由最初的国防军工、航空航天扩 展到汽车工业、机械行业能源行业等多个领域。公司是行业龙头，核心产品定位 中高端，技术积累速度快，产品研发实力雄厚。,321.08,2021-04-01,A000708
942,942,202104金股.xlsx,2021/4/1,"中国巨石
SH600176",SH600176,0.451,0.024,-0.0438,连续9个月推荐,4,化工,中市值,银河证券,公司作为玻纤行业龙头，成本优势较为明显，同时公司积极在高端产 品方向布局，风电、热塑、电子等高端产品产品占比不断提升。,627.96,2021-04-01,A600176
943,943,202104金股.xlsx,2021/4/1,"瀚蓝环境
SH600323",SH600323,0.3961,0.004,-0.0648,连续4个月推荐,5,公用事业,小市值,银河证券,未来两年是公司的垃圾焚烧项目密集投产期，产能翻倍保障未来业绩 持续增长。公司也借助垃圾焚烧项目的资源，在布局城市进一步延伸至环卫、餐 厨、危废处理等领域，为业绩增长提供增量。,190.52,2021-04-01,A600323
944,944,202104金股.xlsx,2021/4/1,"中谷物流
SH603565",SH603565,0.6559,-0.0385,-0.0844,近12个月首推,1,交通运输,小市值,银河证券,碳中和背景下多式联运的“结构性减碳”属性造就赛道翻番空间，公 司提供“门到门”全程集装箱物流解决方案具备竞争优势。,20.45,2021-04-01,A603565
945,945,202104金股.xlsx,2021/4/1,"容百科技
科688005",科688005,0.6776,0.0428,0.1378,近2个月首推,1,化工,小市值,川财证券,1、规模效应释放及前驱体自供率提升，单吨盈利呈现上升趋势。 公司预计2021Q1实现归母净利润0.9~1.2亿元，同比增长257%~376%，实现扣非归母净利润0.7~1亿元，同比增长178%~297%。随着规模化效应释放和前驱体自供率提升，公司在单吨净利润方面呈现上行趋势，我们预计单吨净利润有望从2020年的7000元上升至2021Q1的10000元以上。 2、产能放量增长，终端需求持续旺盛。 公司现有三元正极产能4万吨/年，明年有望将提升至10万吨，除了在浙江、湖北、贵州等地之外，公司也在规划韩国、欧洲、美国等地建厂进行配套。随着海外需求释放，高镍在2021年将呈现紧平衡，景气度依旧不减，公司有望持续受益。,0.0,2021-04-01,A688005
946,946,202104金股.xlsx,2021/4/1,"上海沪工
SH603131",SH603131,0.2233,0.0088,0.1054,连续9个月推荐,1,机械设备,小市值,川财证券,1.公司业务布局2019年基本明朗，经营模式逐步由设备供应商向解决方案提供商转型 2.公司太仓生产基地2020年投产，产能瓶颈打开推动支撑公司未来5年收入增长 3.催化剂：中报业绩超预期，卫星物联网概念，导弹结构件军工概念，宏大爆破概念,60.05,2021-04-01,A603131
