,Unnamed: 0,Name,所属日期,股票名称,股票代码,50周价格水平,当日涨幅,当月涨幅,调入状态,推荐家数,所属行业,市值,推荐机构,推荐逻辑,流通市值(亿元),date,ticker_1,新进
760,760,202104金股.xlsx,2021/4/1,"妙可蓝多
SH600882",SH600882,0.919,0.0479,0.3262,近2个月首推,1,食品饮料,中市值,华西证券,（1）公司身处高速增长的奶酪行业（近十年CAGR达24.78%），核心驱动力为占比一半以上奶酪业务。 （2）奶酪棒产品成长性好、壁垒强：品牌力行业最强，复购率远超竞品；产能壁垒市场领先，20年达30条产线；渠道下沉程度目前最强；与蒙牛协同，力保公司长远发展。 （3）公司在奶酪棒行业竞争优势最强强，品牌力最优，目前处在快速抢占市场阶段，费用投放较高，净利润较低。随着公司高速增长，规模效应加大，利润弹性大。预计未来三年净利润有6倍空间，对应22年PE25倍，对于成长性好的乳制品细分龙头来说估值较低。,294.7,2021-04-01,A600882,1
761,761,202104金股.xlsx,2021/4/1,"百隆东方
SH601339",SH601339,0.9156,0.0906,0.314,近12个月首推,1,纺织服装,小市值,华西证券,新疆棉、美国禁运实体名单等事件进一步发酵，百隆东方相对受益。受益于棉价上涨，我们认为公司业绩弹性较大、存在超预期可能：（1）我们进行了敏感性分析，假设棉价全年平均在1.6万元/吨，公司2021净利预计实现翻倍增长在6.3亿；假设平均棉价涨至1.8万元/吨，净利则有望达到9亿元以上；（2）疫情后产能利用率复苏叠加越南产能扩张贡献量增；（3）长期来看，2025年越南有望扩产至150万锭，且公司凭借自身优势、份额有望持续提升。,81.15,2021-04-01,A601339,1
763,763,202104金股.xlsx,2021/4/1,"新城悦服务
HK01755",HK01755,0.804,0.0333,0.1069,近2个月首推,1,港股,小市值,华西证券,新城悦服务依托母公司，业绩成长确定性性强，第三方外拓实力强劲，增值业务高速发展。考虑到公司第三方扩张加速，积极收并购助力规模扩大，增值服务推进打开利润空间，我们维持盈利预测不变，预计公司 21-23 年归母净利润为 6.5/10.4/14.4亿 元，对应 PE 为 24.2/15.2/10.9 倍（1 港币=0.8384 元），维持目标价 33.5 港元/股，维持公司“买入”评级 。,0.0,2021-04-01,AK01755,1
764,764,202104金股.xlsx,2021/4/1,"长春高新
SZ000661",SZ000661,0.8878,0.0051,0.1055,近2个月首推,3,医药生物,大市值,华西证券,（1）生长激素长期成长空间大、天花板高：我国有500万人矮小症患者，其中60%适用于生长激素治疗，按照10%治疗渗透率、人均6万元治疗费用测算，仅矮小症适应症峰值销售额不低于180亿元，2019年全国市场仅50亿元左右，还有至少2.5倍成长空间。参照欧美成人+抗衰老市场的销售占比接近50%，长期成长天花板更高。 （2）多因素推动生长激素市场扩容：1）生长激素诊断和治疗壁垒高，需要对医生进行持续教育，医生数量是决定市场天花板的重要瓶颈。；2）家长对矮小症和生长激素知晓率较低，通过公众教育有望持续提高知晓率和就诊率；3）产品升级换代，水针替代粉针，长效占比提升，剂型升级换代，人均治疗费用提升。 （3）百克生物拆分上市，产能规模扩大：子公司百克生物主要产品包括水痘疫苗、狂苗、鼻喷流感疫苗，将拆分至科创板单独上市。百克生物单独拆分上市后，将具备更强的融资能力，推动研发和生产建设项目加快落地。,1797.51,2021-04-01,A000661,1
767,767,202104金股.xlsx,2021/4/1,"华峰测控
科688200",科688200,0.2985,-0.0285,0.0397,近12个月首推,1,机械设备,小市值,华西证券,公司产能已大幅提高，订单饱满且趋势强劲，预计业绩将从二季度开始释放；公司新产品8300系列市场推广超预期，SiC测试产品已完成布局等待放量。,0.0,2021-04-01,A688200,1
769,769,202104金股.xlsx,2021/4/1,"川能动力
SZ000155",SZ000155,0.5794,0.015,-0.0113,近2个月首推,1,公用事业,小市值,华西证券,2021年锂资源价格维持强势表现，电池级碳酸锂价格截止到3月28日已经达到8.85万元/吨，而部分大厂报价已经来到9万-9.3万区间，涨势依旧迅猛。原料端锂精矿价格则是从正月十五的400美金/吨快速飙升至700美金/吨成交价格。锂精矿价格快速上涨，主要原因是：（1）下游动力电池需求旺盛，锂盐加工厂对原料需求快速提升。（2）锂精矿供给短缺，中国锂精矿主要来自澳洲进口，目前澳洲锂矿公司均采用包销和长协模式锁量不锁价。之前锂行业价格底部时，不少锂矿企业因为亏损倒闭，直接缩减锂矿供给量，在建及扩建产能速度不及下游锂盐需求增速，导致全年锂精矿供给偏紧，锂精矿价格有望继续维持上涨趋势或维持高位运行。综合全年来看，今年锂盐行业会是上游锂矿表现远远好于下游加工厂。强烈推荐关注李家沟锂辉石矿即将在今年四季度投产的川能动力。,152.65,2021-04-01,A000155,1
770,770,202104金股.xlsx,2021/4/1,"妙可蓝多
SH600882",SH600882,0.919,0.0479,0.3262,近2个月首推,1,食品饮料,中市值,华西证券,（1）公司身处高速增长的奶酪行业（近十年CAGR达24.78%），核心驱动力为占比一半以上奶酪业务。 （2）奶酪棒产品成长性好、壁垒强：品牌力行业最强，复购率远超竞品；产能壁垒市场领先，20年达30条产线；渠道下沉程度目前最强；与蒙牛协同，力保公司长远发展。 （3）公司在奶酪棒行业竞争优势最强强，品牌力最优，目前处在快速抢占市场阶段，费用投放较高，净利润较低。随着公司高速增长，规模效应加大，利润弹性大。预计未来三年净利润有6倍空间，对应22年PE25倍，对于成长性好的乳制品细分龙头来说估值较低。,294.7,2021-04-01,A600882,1
771,771,202104金股.xlsx,2021/4/1,"百隆东方
SH601339",SH601339,0.9156,0.0906,0.314,近12个月首推,1,纺织服装,小市值,华西证券,新疆棉、美国禁运实体名单等事件进一步发酵，百隆东方相对受益。受益于棉价上涨，我们认为公司业绩弹性较大、存在超预期可能：（1）我们进行了敏感性分析，假设棉价全年平均在1.6万元/吨，公司2021净利预计实现翻倍增长在6.3亿；假设平均棉价涨至1.8万元/吨，净利则有望达到9亿元以上；（2）疫情后产能利用率复苏叠加越南产能扩张贡献量增；（3）长期来看，2025年越南有望扩产至150万锭，且公司凭借自身优势、份额有望持续提升。,81.15,2021-04-01,A601339,1
773,773,202104金股.xlsx,2021/4/1,"新城悦服务
HK01755",HK01755,0.804,0.0333,0.1069,近2个月首推,1,港股,小市值,华西证券,新城悦服务依托母公司，业绩成长确定性性强，第三方外拓实力强劲，增值业务高速发展。考虑到公司第三方扩张加速，积极收并购助力规模扩大，增值服务推进打开利润空间，我们维持盈利预测不变，预计公司 21-23 年归母净利润为 6.5/10.4/14.4亿 元，对应 PE 为 24.2/15.2/10.9 倍（1 港币=0.8384 元），维持目标价 33.5 港元/股，维持公司“买入”评级 。,0.0,2021-04-01,AK01755,1
774,774,202104金股.xlsx,2021/4/1,"长春高新
SZ000661",SZ000661,0.8878,0.0051,0.1055,近2个月首推,3,医药生物,大市值,华西证券,（1）生长激素长期成长空间大、天花板高：我国有500万人矮小症患者，其中60%适用于生长激素治疗，按照10%治疗渗透率、人均6万元治疗费用测算，仅矮小症适应症峰值销售额不低于180亿元，2019年全国市场仅50亿元左右，还有至少2.5倍成长空间。参照欧美成人+抗衰老市场的销售占比接近50%，长期成长天花板更高。 （2）多因素推动生长激素市场扩容：1）生长激素诊断和治疗壁垒高，需要对医生进行持续教育，医生数量是决定市场天花板的重要瓶颈。；2）家长对矮小症和生长激素知晓率较低，通过公众教育有望持续提高知晓率和就诊率；3）产品升级换代，水针替代粉针，长效占比提升，剂型升级换代，人均治疗费用提升。 （3）百克生物拆分上市，产能规模扩大：子公司百克生物主要产品包括水痘疫苗、狂苗、鼻喷流感疫苗，将拆分至科创板单独上市。百克生物单独拆分上市后，将具备更强的融资能力，推动研发和生产建设项目加快落地。,1797.51,2021-04-01,A000661,1
777,777,202104金股.xlsx,2021/4/1,"华峰测控
科688200",科688200,0.2985,-0.0285,0.0397,近12个月首推,1,机械设备,小市值,华西证券,公司产能已大幅提高，订单饱满且趋势强劲，预计业绩将从二季度开始释放；公司新产品8300系列市场推广超预期，SiC测试产品已完成布局等待放量。,0.0,2021-04-01,A688200,1
779,779,202104金股.xlsx,2021/4/1,"川能动力
SZ000155",SZ000155,0.5794,0.015,-0.0113,近2个月首推,1,公用事业,小市值,华西证券,2021年锂资源价格维持强势表现，电池级碳酸锂价格截止到3月28日已经达到8.85万元/吨，而部分大厂报价已经来到9万-9.3万区间，涨势依旧迅猛。原料端锂精矿价格则是从正月十五的400美金/吨快速飙升至700美金/吨成交价格。锂精矿价格快速上涨，主要原因是：（1）下游动力电池需求旺盛，锂盐加工厂对原料需求快速提升。（2）锂精矿供给短缺，中国锂精矿主要来自澳洲进口，目前澳洲锂矿公司均采用包销和长协模式锁量不锁价。之前锂行业价格底部时，不少锂矿企业因为亏损倒闭，直接缩减锂矿供给量，在建及扩建产能速度不及下游锂盐需求增速，导致全年锂精矿供给偏紧，锂精矿价格有望继续维持上涨趋势或维持高位运行。综合全年来看，今年锂盐行业会是上游锂矿表现远远好于下游加工厂。强烈推荐关注李家沟锂辉石矿即将在今年四季度投产的川能动力。,152.65,2021-04-01,A000155,1
780,780,202104金股.xlsx,2021/4/1,"今 世 缘
SH603369",SH603369,0.4515,0.045,0.1172,近3个月首推,1,食品饮料,中市值,兴业证券,跻身百亿阵营，追求150亿，五年复合增速挑战25%,657.86,2021-04-01,A603369,1
782,782,202104金股.xlsx,2021/4/1,"福耀玻璃
SH600660",SH600660,0.672,0.0055,0.1089,近2个月首推,2,汽车,大市值,兴业证券,三重拐点+光伏期权,1017.92,2021-04-01,A600660,1
788,788,202104金股.xlsx,2021/4/1,"中国神华
SH601088",SH601088,0.7532,0.0209,-0.0299,近4个月首推,2,采掘,大市值,兴业证券,公司经营趋于稳健，现金流表现优异，在利润波动的情况下，分红方案大超预期，DPS逆势上涨。受此影响，公司未来的回报方案有望淡化利润波动，开启以DPS稳健增长为重要变量的DDM类债价值重估之路,3149.79,2021-04-01,A601088,1
790,790,202104金股.xlsx,2021/4/1,"泸州老窖
SZ000568",SZ000568,0.6769,0.0398,0.1599,近2个月首推,1,食品饮料,大市值,粤开证券,公司以专业化白酒产品设计、生产、销售为主 要经营模式，主营“国窖 1573”、“泸州老窖”等系列白酒的研发、生产和销售，主要综合指 标位于白酒行业前列。公司在 2020 年实现营业总收入 166.53 亿元，同比增长 5.28%， 归属于上市公司股东的净利润 60.06 亿元，同比增长 29.39%，公司的归母净利润创下历 史新高。,3676.53,2021-04-01,A000568,1
793,793,202104金股.xlsx,2021/4/1,"贝达药业
SZ300558",SZ300558,0.1662,0.0731,0.0138,近6个月首推,1,医药生物,中市值,粤开证券,公司以自主知识产权创新药物研究与开发为核 心，集医药研发、生产、营销于一体的国家级高新技术企业，聚焦肿瘤领域，涵盖大分 子，围绕小分子靶向药、免疫疗法和联合治疗三个方向开展研究。2020 年公司实现营业 收入 18.70 元，同比增长 20.36%；归母净利润 6.06 亿元，同比增长 162.70%。,404.19,2021-04-01,A300558,1
796,796,202104金股.xlsx,2021/4/1,"中国化学
SH601117",SH601117,0.5517,0.022,-0.0701,近12个月首推,1,建筑装饰,中市值,粤开证券,公司是一家集勘察、设计、施工为一体，知识 技术相对密集的工业工程公司，是我国化学工业工程领域内资质最为齐全、功能最为完 备、业务链较为完整的工业工程公司之一，在行业内具备专业化经营、市场化程度及业 务一体化程度高的优势。目前公司估值较低，叠加非公开发行股票申请获得证监会审核 通过利好，随着业务持续扩张，公司份额有望进一步扩大，强者恒强。,313.74,2021-04-01,A601117,1
797,797,202104金股.xlsx,2021/4/1,"东吴证券
SH601555",SH601555,0.1278,-0.0046,-0.1098,近12个月首推,1,非银金融,中市值,粤开证券,作为全国第 18 家上市券商，东吴证券拥有以 证券经纪、资产管理、投资银行服务、投资服务、基金债券代销服务等为基本架构的专 业证券服务体系，提供全方位证券理财服务。公司充分利用地处中新苏州工业园区的地 缘优势，成功注册了新加坡资产管理子公司，并已取得相关资质，海外业务布局取得实 质突破。,334.89,2021-04-01,A601555,1
803,803,202104金股.xlsx,2021/4/1,"中国电影
SH600977",SH600977,0.521,0.0288,0.0092,近4个月首推,1,传媒,中市值,海通证券,"（1）股东国资背景，进口影片发行龙头，2020年，公司主导或参与并投放市场的影片共12部，合计实现63.34亿元票房,此外，多部参与影片《唐人街探案3》、《悬崖之上》（主投，张艺谋导演）、《超能一家人》、《独行月球》（合作开心麻花）、《红鬃烈马》、《九江口》积极制作或上映中，同时正在筹备开发的电影项目包括《江城子?在武汉》、《太空行2049》、《无限深度》、《英雄虎胆》、《红色的起点》、《误杀2》、《暗恋?橘生淮南》、《外太空的莫扎特》等；（2）公司作为行业龙头，有望受益于院线行业的整体恢复周期。经历了长达四年的估值、财报风险指标、基本面的消化，随着院线的逐步复苏，整个板块在基本面上将进入重整旗鼓期，也将体现在财报上的高增长，从当前看21年全年，向好确定性极强。另外，疫情期间中小院线加速出清、行业集中度提升，供给侧改革逻辑将催生头部龙头强者恒强。",259.51,2021-04-01,A600977,1
805,805,202104金股.xlsx,2021/4/1,"地素时尚
SH603587",SH603587,0.4875,-0.0407,-0.0306,近5个月首推,1,纺织服装,小市值,海通证券,主品牌DAZZLE积累近14年经营历史，精准定位中高端女装市场，19年收入同比增11.4%。新潮流品牌d’zzit价格定位低于主品牌，消费受众更广。品牌经历8年打磨，在风格和运营上已较为成熟，19年收入同比增18.8%，表现尤为亮眼。近年公司通过（1）优化会员制度；（2）增强零售培训；（3）提升销售激励三方面增强客户粘性、深度挖掘会员贡献。,22.97,2021-04-01,A603587,1
809,809,202104金股.xlsx,2021/4/1,"ST 舍 得
SH600702",SH600702,0.8561,0.05,0.3921,近12个月首推,1,食品饮料,中市值,天风证券,建仓,363.84,2021-04-01,A600702,1
810,810,202104金股.xlsx,2021/4/1,"国际医学
SZ000516",SZ000516,0.9645,0.0085,0.2055,近3个月首推,1,医药生物,中市值,天风证券,建仓,325.54,2021-04-01,A000516,1
811,811,202104金股.xlsx,2021/4/1,"中顺洁柔
SZ002511",SZ002511,0.9785,-0.017,0.1424,近3个月首推,1,轻工制造,中市值,天风证券,建仓,389.31,2021-04-01,A002511,1
813,813,202104金股.xlsx,2021/4/1,"深 信 服
SZ300454",SZ300454,0.5826,0.007,0.1066,近2个月首推,2,计算机,中市值,天风证券,建仓,579.97,2021-04-01,A300454,1
814,814,202104金股.xlsx,2021/4/1,"荣盛石化
SZ002493",SZ002493,0.472,0.0245,0.0639,近2个月首推,1,化工,大市值,天风证券,建仓,1783.04,2021-04-01,A002493,1
815,815,202104金股.xlsx,2021/4/1,"新 大 正
SZ002968",SZ002968,0.809,0.0264,0.0517,近2个月首推,1,房地产,小市值,天风证券,建仓,32.84,2021-04-01,A002968,1
817,817,202104金股.xlsx,2021/4/1,"菱电电控
科688667",科688667,0.7672,-0.0024,0.0033,近12个月首推,1,汽车,小市值,天风证券,建仓,0.0,2021-04-01,A688667,1
818,818,202104金股.xlsx,2021/4/1,"川投能源
SH600674",SH600674,0.6463,0.0,-0.0845,近4个月首推,1,公用事业,中市值,天风证券,建仓,505.37,2021-04-01,A600674,1
819,819,202104金股.xlsx,2021/4/1,"神火股份
SZ000933",SZ000933,0.9002,-0.0399,0.1916,近3个月首推,3,有色金属,中市值,华安证券,建仓,224.07,2021-04-01,A000933,1
820,820,202104金股.xlsx,2021/4/1,"宝龙商业
HK09909",HK09909,0.8744,0.015,0.1825,近12个月首推,1,港股,小市值,华安证券,建仓,0.0,2021-04-01,AK09909,1
821,821,202104金股.xlsx,2021/4/1,"华 润 微
科688396",科688396,0.648,0.0027,0.1469,近2个月首推,2,电子,小市值,华安证券,建仓,0.0,2021-04-01,A688396,1
824,824,202104金股.xlsx,2021/4/1,"科达制造
SH600499",SH600499,0.9101,0.0442,0.0452,近12个月首推,1,机械设备,小市值,华安证券,建仓,171.28,2021-04-01,A600499,1
827,827,202104金股.xlsx,2021/4/1,"顾家家居
SH603816",SH603816,0.8241,-0.0393,-0.0083,近2个月首推,2,轻工制造,中市值,华安证券,建仓,517.96,2021-04-01,A603816,1
828,828,202104金股.xlsx,2021/4/1,"杰克股份
SH603337",SH603337,0.7571,-0.0095,-0.0258,近5个月首推,1,机械设备,小市值,华安证券,建仓,149.13,2021-04-01,A603337,1
830,830,202104金股.xlsx,2021/4/1,"神火股份
SZ000933",SZ000933,0.9002,-0.0399,0.1916,近3个月首推,3,有色金属,中市值,西部证券,1、全球经济共振叠加美国基金预期，铝等工业金属需求上升；2、工业金属净利率对于PPI上行期间弹性较大，盈利预期有望明显增长；3、估值与性价比均处于较为合理水平；4、公司火电自给自足模式，以及水电解铝等低碳模式，将有望为公司节省较大成本开支，进而为其盈利空间扩宽及持续性提供更多支撑。,224.07,2021-04-01,A000933,1
841,841,202104金股.xlsx,2021/4/1,"博创科技
SZ300548",SZ300548,0.0814,0.0088,0.0286,近12个月首推,1,通信,小市值,安信证券,1、工信部下发《“双千兆”网络协同发展协同计划（2021-2023）》，要求到2021年底10G及以上PON的端口规模超过500万个，千兆宽带用户突破3000万户，而截至2020年底我国千兆宽带用户数仅为640万户，具有369%的增量空间。2021年前两月千兆及以上接入速率的固定互联网宽带接入用户新增163万户，达到2020年全年新增用户的29%，行业景气度的提升自2020年起得到持续印证。公司10G PON、G PON业务将显著受益。 2、互联网连接速率不断提升，对高速率光模块的需求也随之提升。光模块的通信速率越高，硅光模块相较于分立式模块的高集成和低成本的优势就越发凸显，当前距离硅光行业的爆发已经渐行渐近。根据公司2020年年报，公司从2017年开始投入硅光子技术研发，历经三年，现在已经成功开发数据通信100G和400G硅光收发模块、无线承载网25G硅光收发模块等产品，并且初步具备了大规模产业化的基础，将充分受益于硅光产业链的成熟。 3、公司海外业务风险逐步出清。Kaiam自2019年被公司收购以来业绩持续改善，2020年营业收入4602万元同比增长138%，净亏损1156万元，较2019年减亏757万元，由Kaiam对公司带来的不利影响正在逐渐消除，甚至有望成为公司海外业务的重要支点。同时，公司PON模块海外市场拓展取得了超预期效果，使得2020年海外业务收入达到8900万元，同比增长61%。公司海外业务复苏势头迅猛。 风险提示：运营商资本开支不及预期，国内ICP资本开支不及预期、硅光技术推广不及预期。,49.09,2021-04-01,A300548,1
842,842,202104金股.xlsx,2021/4/1,"欧派家居
SH603833",SH603833,0.7789,0.0181,-0.0062,近2个月首推,1,轻工制造,中市值,安信证券,1、住宅竣工持续复苏，疫情滞后需求订单逐渐落地转化为公司收入，家具需求景气度提升。 2、在渠道、品牌、服务能力壁垒下，行业龙头分化现象已经凸显，欧派家居显现出领先优势。 2、欧派家居借助橱衣柜+卫浴木门业务矩阵抢占市场份额，布局家装+大家居，把握行业趋势。 4、信息化战略提升产品+服务优势。 风险提示：地产景气度降低，大宗业务开拓不及预期。,925.52,2021-04-01,A603833,1
843,843,202104金股.xlsx,2021/4/1,"安徽建工
SH600502",SH600502,0.2902,0.0276,-0.0121,近12个月首推,1,建筑装饰,小市值,安信证券,1公司业务结构持续优化，盈利能力持续增强 2负债率持续下降，现金流有望改善 3装配式建筑有望崛起 4估值优势显著，股息率较高 风险提示：基建投资增速不及预期，PPP规范与整顿，利率上行，房地产市场调控，业绩不及预期等。（勿忘填写）,68.5,2021-04-01,A600502,1
844,844,202104金股.xlsx,2021/4/1,"东 方 通
SZ300379",SZ300379,0.2647,-0.0071,-0.0459,近2个月首推,2,计算机,小市值,安信证券,1、信创行业进入兑现期，根据公司2020年业绩预告，全年有望实现归母净利润2.40-2.68亿元，同比增长70%-90%。伴随信创业绩逐步落地，我们预计公司2021年PE将降至20+ 2、公司拟入股睿帆科技，其为掌握“PB 级数据处理核心科技”的大数据产品及解决方案供应商，为中国移动很多省份提供海量数据处理支撑。公司借由入股睿帆科技，业务向数据库拓展 3、作为国产中间件的开拓者和领导者，公司的中间件产品涵盖应用支撑类、数据集成类及数据中台类主流产品和解决方案，连续多年在国产中间件市场处于领先地位。在政策的大力推动下，IT架构将从基础硬件、基础软件、行业应用软件等各层级逐渐实现国产化，并有望从政府领域逐步拓展至金融、石油、电力、电信、交通等行业。 风险提示：中间件业务国产化落地不及预期，新兴业务拓展不及预期,111.17,2021-04-01,A300379,1
845,845,202104金股.xlsx,2021/4/1,"工商银行
SH601398",SH601398,0.3711,-0.0076,-0.0614,近4个月首推,2,银行,大市值,安信证券,1、基本面开始逐步改善。①资产质量方面，工行2020年下半年年化不良生成率为0.86%，较2020年上半年下降24bp，新发生不良的速度边际放缓，与此同时，关注率+不良率的走势呈现下行趋势，表征公司不良贷款进一步暴露的风险在下降，悲观预期有望修复。②息差方面，今年市场利率处于上行周期，贷款利率将会有所回升，工行低负债成本的优势将更加突出，息差表现有望优于同业。 2、估值具备安全边际，交易结构更健康。目前工行股价对应2020年每股净资产为0.74X PB，处于过去五年估值区间8%分位数水平，仍处于熊市底部的估值状态，2021年股息率4.9%较为可观；机构仓位低，可规避持仓集中潜藏的踩踏风险，具备较好的防御属性。 风险提示：宏观政策大幅收紧、资产质量明显恶化,14127.68,2021-04-01,A601398,1
850,850,202104金股.xlsx,2021/4/1,"华 润 微
科688396",科688396,0.648,0.0027,0.1469,近2个月首推,2,电子,小市值,国元证券,功率半导体景气度上升力度和持续性更强，主要因为基站、汽车、光伏、手机等多领域均进入放量期，公司中短期受益于产能短缺导致各环节价格上调，长期受益于中高端产品放量、产品化提升和制造成本持续改善带来的整体毛利率提升。,0.0,2021-04-01,A688396,1
851,851,202104金股.xlsx,2021/4/1,"广 和 通
SZ300638",SZ300638,0.2686,0.0056,0.0896,近3个月首推,2,通信,小市值,国元证券,公司位居全球物联网模组的第一梯队，立足PC、支付、车载三大物联网高附加值场景，将伴随物联网场景的丰富迎来快速发展期。,137.0,2021-04-01,A300638,1
852,852,202104金股.xlsx,2021/4/1,"金山办公
科688111",科688111,0.155,0.0423,0.0321,近2个月首推,2,计算机,小市值,国元证券,1.授权与订阅业务齐头并进，盈利能力与质量大幅提升； 2.月活用户数量持续提升，累计年度付费个人会员数大幅增长； 3.公司各项战略持续推进，写作赋能产品优势逐步凸显。,0.0,2021-04-01,A688111,1
854,854,202104金股.xlsx,2021/4/1,"龙蟠科技
SH603906",SH603906,0.7764,-0.0228,0.017,近3个月首推,2,化工,小市值,国元证券,1.2021年重卡排放进一步趋严，车用尿素需求旺盛，营销体系优势下市占率有望持续向上； 2.公司围绕车用化学品战略布局，收购贝特瑞正极铁锂落地后，增厚利润，打开市值空间,106.89,2021-04-01,A603906,1
856,856,202104金股.xlsx,2021/4/1,"紫金矿业
HK02899",HK02899,0.5888,-0.0329,0.1674,近12个月首推,1,港股,小市值,华金证券,国内金、铜资源的绝对龙头。矿产金方面，公司 Timok 矿产金、哥伦比亚武里蒂卡金矿、陇南李 坝、澳大利亚帕丁顿等项目扩充产能，公司 2020-2022 年矿产金产量增速有望分别达到 9.7%/25.6%/12.0%。铜精矿方面，未来两年内，公司 kamoa-kakula、驱龙铜矿、Timok 铜矿三个重点项目将陆续完成建设达产，全部达产后公司铜精矿增量有望达到 40 万吨左右，公司未来两 年内业绩进入快速发展阶段。,0.0,2021-04-01,AK02899,1
857,857,202104金股.xlsx,2021/4/1,"森马服饰
SZ002563",SZ002563,0.9771,0.0035,0.1441,近12个月首推,1,纺织服装,中市值,华金证券,1、短期看，低基数推升 21Q1 的服装消费增速，公司 21 年或进入补库存阶段，公司预 计 21 年恢复至 19 年水平； 2、长期看，近两年童装维持双位数增长可期待，受益市场向龙头集聚，公司一般维持 15%左右增速； 3、森马 21 年希望利润回到没有 Kidiliz 影响的 19 年，以此测算目前 PE（2021E）15 倍，估值相对合理。,311.17,2021-04-01,A002563,1
858,858,202104金股.xlsx,2021/4/1,"泡泡玛特
HK09992",HK09992,0.3774,-0.0445,0.1213,近12个月首推,1,港股,小市值,华金证券,公司为国内潮玩行业的开创者与引领者，以 IP 发掘和运营为核心海内外业务多元化拓展，公司具 备 IP 消费稀缺属性及中长期 IP 运营变现潜力。头部 IP 占比愈加均匀，单一 IP 依赖风险进一步 降低， 2020 年 Molly/Dimoo/Pucky/The Monsters 四 大 核 心 IP 收 入 占 比 分 别 为 14.2%/12.5%/11.9%/8.1%，Molly、Pucky 收入占比分别较 2019 年降低 12.9%/6.8%。公司会员 数量迅猛增长，2020 年累计注册会员数量增长 520 万人至 740 万人，新增会员销售额贡献占比 88.8%，公司管理层预计 2021 年仍将实现 80%-100%会员人数的增长。海内外线上、线下渠道稳 步拓展，2020 年国内新增 76 家零售店、526 家机器人商店，截至 2020 年末公司零售店、机器人 商店分别为 187/1351 家；海外业务有望成为第二增长曲线，尽管受到新冠疫情的持续影响，2020 年公司实现海外销售收入 0.74 亿元，同比增速达 175.8%，公司预计今年将在海外市场开设超过 20 家零售店。,0.0,2021-04-01,AK09992,1
859,859,202104金股.xlsx,2021/4/1,"广 和 通
SZ300638",SZ300638,0.2686,0.0056,0.0896,近3个月首推,2,通信,小市值,华金证券,根据 IDC 预测，2021 年传统 PC 市场将增长 18.2%，2020-2025 年预测期内复合年增 长率（CAGR）为 2.5%，行业迎来复苏，且行业集中度提升，无线通信模组内置率增 长。对移动支付赛道，移动 POS 机的增长和升级推动通信模组发展。对车载赛道，庞 大的汽车市场带来车联网产业的巨大需求，车联网驱动车载模组的需求增长。广和通在 物联网模组大颗粒赛道和 IoT 多维赛道做了深度和广度布局，有望把握下游需求确定性 增长。,137.0,2021-04-01,A300638,1
860,860,202104金股.xlsx,2021/4/1,"海大集团
SZ002311",SZ002311,0.8618,0.0026,0.069,近5个月首推,1,农林牧渔,大市值,华金证券,1、饲料动保行业景气度上行，猪料和水产料 2021 年 1-2 月行业销量同比高增长，开局 良好； 2、临近水产投苗旺季，苗种价格纷纷上涨，农户投苗积极性高； 3、进军反刍料，又一增长点； 4、行业加速整合，市场份额扩张有望提速。,1371.33,2021-04-01,A002311,1
861,861,202104金股.xlsx,2021/4/1,"香港交易所
HK00388",HK00388,0.5727,-0.0057,0.0652,近2个月首推,1,港股,小市值,华金证券,1、疫情期间并未放松价值追求，H220 新业务明显好转； 2、绝对低估位置，寿险基本面向上转好，估值与基本面背离较大 3、50 人力目标指引新业务向上，不考虑价值提升仍能以量驱动,0.0,2021-04-01,AK00388,1
862,862,202104金股.xlsx,2021/4/1,"中航科工
HK02357",HK02357,0.3537,0.0038,0.0173,近12个月首推,1,港股,小市值,华金证券,1、公司下属子公司及相关 A 股国防军工类上市公司 2020 年动态 PE 均超过 50 倍，公司是港股 上市的航空类公司唯一标的，具有稀缺性。 2、国防军工行业景气度长期向上。2020 年 11 月，在党的十九届五中全会审议通过的《中共中 央关于制定国民经济和社会发展第十四个五年规划和二〇三五年远景目标的建议》对加快国防和 军队现代化建设作出战略部署，明确提出“确保二〇二七年实现建军百年奋斗目标”。 3、公司充分受益于航空工业集团的发展战略，近期已经完成收购中航直升机有限 100% 的股权； 我们认为，公司作为航空工业集团在港股的唯一上市平台，未来资本运作的空间仍然存在。,0.0,2021-04-01,AK02357,1
863,863,202104金股.xlsx,2021/4/1,"金博股份
科688598",科688598,0.4832,-0.0112,-0.0095,近3个月首推,1,有色金属,小市值,华金证券,1、光伏热场行业龙头，产品供不应求； 2、二季度产能快速释放，业绩持续高增长； 3、碳碳复合材料持续替代石墨材料，公司市占率继续上行。,0.0,2021-04-01,A688598,1
866,866,202104金股.xlsx,2021/4/1,"紫金矿业
HK02899",HK02899,0.5888,-0.0329,0.1674,近12个月首推,1,港股,小市值,华金证券,国内金、铜资源的绝对龙头。矿产金方面，公司 Timok 矿产金、哥伦比亚武里蒂卡金矿、陇南李 坝、澳大利亚帕丁顿等项目扩充产能，公司 2020-2022 年矿产金产量增速有望分别达到 9.7%/25.6%/12.0%。铜精矿方面，未来两年内，公司 kamoa-kakula、驱龙铜矿、Timok 铜矿三个重点项目将陆续完成建设达产，全部达产后公司铜精矿增量有望达到 40 万吨左右，公司未来两 年内业绩进入快速发展阶段。,0.0,2021-04-01,AK02899,1
