,Unnamed: 0,Name,所属日期,股票名称,股票代码,50周价格水平,当日涨幅,当月涨幅,调入状态,推荐家数,所属行业,市值,推荐机构,推荐逻辑,流通市值(亿元),date,ticker_1,新进
1140,1140,202105金股.xlsx,2021/4/30,"广 和 通
SZ300638",SZ300638,0.3092,-0.0122,0.0112,连续2个月推荐,3,通信,小市值,华安证券,（1）模组行业维持每年20-30%增速，国内厂商进一步抢占海外厂家份额，公司作为国内模组龙头之一，份额有望从7%提升至10%以上。 （2）公司已经具备，持续研发适配市场需求的产品能力、覆盖全球的营销力量以及日益完善的认证壁垒，成为全球最具竞争力的模组厂商之一。 （3）公司在支付和PC领域基本盘稳固，支付业务和全球龙头并驾齐驱，PC业务在笔电市场有望维持50%以上份额，公司通过锐凌无线收购Sierra车载前装业务谋求第二增长曲线。规模效应的显现加上精细化管理带来的人效比提升，开始对冲产品结构调整导致的阵痛，从而能维持相对稳定的净利润率。,140.69,2021-04-30,A300638,0
1141,1141,202105金股.xlsx,2021/4/30,"宝龙商业
HK09909",HK09909,0.8475,0.0253,-0.0016,连续2个月推荐,1,港股,小市值,华安证券,（1）公司商管运营业务规模扩张提速。 （2）四大品牌实现需求全覆盖，运营能力强。 （3）深耕长三角，优质市场基础助力先发优势铸高壁垒。,0.0,2021-04-30,AK09909,0
1143,1143,202105金股.xlsx,2021/4/30,"牧原股份
SZ002714",SZ002714,0.5863,0.0123,-0.0621,连续4个月推荐,2,农林牧渔,大市值,华安证券,（1）受疫苗困扰，我国非瘟疫情反复，生猪养殖行业再现去产能。据测算，2021年我国生猪出栏量5.29亿头，同比仅增长0.4%，猪价有望维持高位。 （2）公司轮回二元育种体系优势突显，为公司快速发展奠定基础。 （3）公司自繁自养模式、饲料原料采购及饲料配方优势、育种优势、员工激励措施落实，以及人工智能技术的运用和养猪装备不断升级，使得公司低成本高速扩张有望持续。,3889.35,2021-04-30,A002714,0
1146,1146,202105金股.xlsx,2021/4/30,"药明康德
SH603259",SH603259,0.5946,-0.0402,-0.0986,连续7个月推荐,6,医药生物,大市值,华安证券,（1）短期，受益于药物研发外包服务行业高景气，公司业绩增长主要依赖小分子CRO/CDMO药明康德化学、生物技术和能力平台赋能，规模能力全球领先。 （2）中期，DDSU创新药里程碑和销售分成，临床CRO业务已初具规模并有望快速增长，收入占比持续增高。 （3）长期，细胞基因治疗CDMO业务收入体量和毛利率水平均有望逐步提升。,2107.14,2021-04-30,A603259,0
1147,1147,202105金股.xlsx,2021/4/30,"兖州煤业
SH600188",SH600188,0.8251,0.0728,0.1463,连续3个月推荐,1,采掘,中市值,信达证券,(1)2021年公司计划自产商品煤销量1.15亿吨，化工产品销量592万吨，分别同比20年增加约220万吨和160万吨。此外，我们预计2021年动力煤价中枢为630元/吨，显著高于2020年的571元/吨；同时国际油价中枢同比抬升确定性高，公司主营的煤炭、化工业务有望量价齐升。叠加公司在成本管控方面计划境内自产煤单位销售成本同口径降低20元/吨；主要化工产品单位销售成本同口径降低100元/吨。量价齐升叠加成本管控有望带动公司2021年业绩大幅上行。此外，公司体外集团层面仍有近1亿吨盈利强劲的优质煤炭产能，在集团提高资产证券化率的趋势下，公司持续外延式成长的潜力大。 (2)经股东大会审议批准：公司2020-2024年度现金分红比例确定为：每年现金股利总额应占公司该年度扣除法定储备后净利润的约50%且不低于0.50元/股，2020年派息1元/股（0.6元/股现金红利+0.4元/股特别派息），对应3月26日收盘价的A股股息率7.59%、H股股息率14.44%，处于两市最高水平序列，煤炭公司最高水平。 风险因素：（1）宏观经济风险；（2）安全生产事故风险。,412.36,2021-04-30,A600188,0
1148,1148,202105金股.xlsx,2021/4/30,"云铝股份
SZ000807",SZ000807,0.9881,0.043,0.1385,连续4个月推荐,6,有色金属,中市值,信达证券,（1）电解铝行业供需正由过剩向短缺转变，成本可控叠加电解铝价格中枢上移，行业正式进入高盈利时代。 （2）公司为水电铝绝对龙头，产能产量全国第一位。公司经营现金流充沛，资产负债表持续修复。云南水电资源丰富，清洁能源成本优势明显。受益碳资产扩张，强化水电铝持续高利润。 （3）风险因素：云铝溢鑫二期三段投产不及预期；疫情反复铝价大幅下降；碳达峰相关政策推进低于预期等。,379.35,2021-04-30,A000807,0
1149,1149,202105金股.xlsx,2021/4/30,"恒力石化
SH600346",SH600346,0.4514,0.0116,0.0287,连续2个月推荐,1,化工,大市值,信达证券,（1）民营炼化全产业链布局渐成，龙头业绩持续验证。 （2）长丝景气度长兴，聚酯差异化主导未来方向。 （3）大规模布局PBS/PBAT，抢占环保塑料市场。 风险提示：原油价格大幅波动的风险；炼油产能过剩的风险；终端需求恢复不及预期的风险；“碳中和”政策对石化行业大幅加码的风险。,2122.29,2021-04-30,A600346,0
1150,1150,202105金股.xlsx,2021/4/30,"宝信软件
SH600845",SH600845,0.533,-0.0246,-0.0003,连续5个月推荐,1,计算机,中市值,信达证券,（1）“资源禀赋+工业软件”结合，赋予公司无人可复制的IDC竞争能力。市场通常把公司在IDC成功的原因单一归结为资源禀赋，我们认为市场没有充分认识到公司无人可复制的IDC能力，主要体现在“资源禀赋+工业软件能力”的结合，公司是目前市场上唯一从设计、建设、运营等全部自主独立承担完成的企业，具备绝佳的成本控制能力。 （2）宝武并购重组和数智化转型提速，公司作为钢铁工业软件龙头将核心受益。市场通常把公司传统业务看成是周期性业务，只能给较低估值，我们认为市场低估了宝武集团并购重组的力度和进度，以及向多行业扩展的能力，同时忽略了智能制造升级给传统业务带来的长期空间。2016年以来钢铁行业盈利能力得到持续改善，同时宝武并购重组步伐也在不断加快，伴随着亿吨宝武数智化转型的推进，信息化需求有望持续释放。 （3）不容忽视的工业互联网中军，自主研发实力强劲。市场通常用IDC和工业软件两块业务给公司进行估值，我们认为市场尚未充分认知公司在工业互联网领域布局的决心和能力，工业互联网是公司未来大力拓展和重视的布局方向。工业互联网是推动第四次工业革命的基石，是由“中国制造”向“中国智造”转型的关键，被国家纳入新基建体系。公司依靠多年在工业软件领域积累的强大研发实力及钢铁行业专业经验，自主研发工业互联网平台xIn?Plat，以 iPlat和ePlat为两翼，积极打造钢铁行业工业互联网生态圈，打开更加广阔发展空间。 （4）短期催化剂：IDC项目逐步落地 风险因素：IDC建设与上架不及预期、宝武重组并购低于预期、5G发展不及预期。,545.59,2021-04-30,A600845,0
1151,1151,202105金股.xlsx,2021/4/30,"宏达电子
SZ300726",SZ300726,0.6283,-0.0395,-0.013,连续2个月推荐,1,电子,中市值,信达证券,1、曾经的钽电容后起之秀，如今多点开花、弯道超车的军工电子领跑者，给予“买入”评级。宏达电子深耕军用电子领域20余年，以高可靠电子元器件和电路模块为核心，不断加快横向布局、市场渗透、品类扩张，2013-2020年公司营收从2.1亿增至14亿，归母净利润从7986万到4.84亿，7年内均实现超6倍纯内生增长。我们判断，军工电子高景气浪潮红利+公司独特创业平台模式+狼性基因，铸就公司“十四五”新一轮跨越式发展，业绩有望持续超预期。我们预计公司2021-2023年归母净利润7.5/10.8/14.9亿，对应EPS1.9/2.7/3.7元，CAGR为41%，对应PE34/24/17倍，重申“买入”评级。 2、军工电子高景气浪潮已至，龙头企业尽享行业红利。2020年以宏达电子、鸿远电子、火炬电子等为代表的被动元器件“三巨头”增速均超60-70%，军工电子成为军工板块最受关注的赛道之一，但随即市场开始担忧高增长的持续性。我们认为：1）“十四五”是信息化装备升级换代的关键期，电子元器件将受益于信息化水平提升，其景气周期刚刚开始，预计未来5年行业复合增速超30%。2）单一品类或配套单一型号的企业易遭遇发展瓶颈，而对于规模优势明显、横向扩张能力强的龙头企业则“强者恒强”，从而获得远超行业的增长。 3、“从钽到非钽”：宏达电子横向布局加码未来成长，打造高可靠电子元器件龙头。1）钽电容器是公司高增长的基石：公司近年来陆续推出新一代钽电容器，打破国外封锁，率先实现对航空航天领域批量化供应，填补国内空白。2020年公司钽电容收入增长43%，占总收入60%；2）2014年起，公司横向重点布局陶瓷电容MLCC、微电路模块等非钽领域。2013-2020年非钽业务收入占比从由0.7%上升至39%，达5.4亿元，CAGR高达97%，其中微电路模块、MLCC等收入增长109%、62%，成为公司成长的新引擎。3）布局多年、规模尚小但潜力大的产品还有：薄膜电容器、高分子铝电容、温度传感器等。 4、“从军到民”：钽电容民用市场潜力大，国产替代吹响成长号角。1）中美摩擦叠加疫情影响，我国电容器“内循环”迫在眉睫：2019年我国电容器行业的市场规模为1102亿元，占全球比重超70%，但供给端多被美/日/韩垄断。2020年疫情刺激电子产品需求和对海外供应链影响，大量订单转向国内，民用元器件需求上升；2）前瞻布局+产能扩张，助力公司抢占高端民用市场。当前民品占公司收入约10%，预计未来随着公司加大民品投入，民品业务将大幅提高。 5、狼性文化孕育强大内生动力，创业平台型模式乃公司独特且鲜明的竞争优势。1）截至2020年底，公司共参控子公司/联营企业达22家，短短几年内从无到有，快速发展，我们认为，这与公司的狼性文化和激励机制密切相关。2）公司秉承“宏诚信品格、达可靠品质”的经营理念，依托成熟的销售/产品/资金/管理平台，业务范围从核心产品钽电容扩展到其他品类，产生显著协同作用。 风险提示：军费/装备费投入不及预期；株洲、湘乡项目建设不及预期。,250.42,2021-04-30,A300726,0
1154,1154,202105金股.xlsx,2021/4/30,"捷佳伟创
SZ300724",SZ300724,0.4226,-0.0664,-0.0598,连续2个月推荐,1,机械设备,中市值,信达证券,1）光伏迎平价空间广阔，公司全面布局电池技术路线。2020年国内光伏新增装机达45.3GW，CPIA预计“十四五”期间国内年均新增规模在70-90GW，全球年均新增规模在222-287GW。光伏平价开启需求持续扩容，叠加技术迭代加快，龙头设备厂商将充分受益。 2）延伸布局半导体设备，技术协同拓宽业绩增长极。公司本次定增募集资金计划投入6.46亿用于先进半导体装备（半导体清洗设备及炉管类设备）研发项目。光伏电池片设备在清洗制绒、扩散、刻蚀、PECVD等环节均与半导体工艺相关，光伏电池片设备和半导体设备有很高的相通性，公司积极布局半导体设备，有望发挥协同效应有效拓宽业绩增长点。 3）光伏大赛道+半导体设备增量，有望带动公司短期业绩高增并再度迎来估值提升。我们认为公司股价调整到位，基本面没有发生任何改变，光伏仍然是“双碳”背景下的主力赛道之一，我们看好公司在泛半导体设备领域的全面拓展。   风险因素：电池片产能扩张不及预期风险；定增进展不达预期风险；政策变动风险；行业竞争加剧风险等。,207.36,2021-04-30,A300724,0
1155,1155,202105金股.xlsx,2021/4/30,"盐津铺子
SZ002847",SZ002847,0.6082,-0.0572,-0.0641,连续5个月推荐,1,食品饮料,小市值,信达证券,盐津铺子从蜜饯小品类起家，拓展中保面包品类证实能力，全国化快速扩张在近三年报表中肉眼可见。店中岛持续动销背后是高效率的供应链体系，公司坚持自主生产、坚持直营商超、坚持多品类思路行之有效，是公司竞争优势的体现。商超渠道是零食销售的第一渠道，公司渠道抓大不放小的策略也将很好的应对或有的渠道变革。未来三年，公司核心变化在于从“铺岛”到“铺大岛”，提升岛的质量，从“品类延伸”到“做大核心单品”。拥有核心单品，做成定量装放量，不仅拓宽了渠道，品牌力也持续拔高，公司可看更远。 风险因素：新品类扩张不达预期；商超渠道被分流；食品安全问题。,166.4,2021-04-30,A002847,0
1156,1156,202105金股.xlsx,2021/4/30,"赛轮轮胎
SH601058",SH601058,0.8591,-0.0387,-0.0671,连续6个月推荐,1,化工,中市值,信达证券,（1）第二海外产能落地柬埔寨，加速全球化进程：公司拟在柬埔寨投资建设年产500万条/年半钢子午线轮胎项目，柬埔寨将成为公司继越南之后，第二个海外生产基地！全球化布局一方面彻底规避贸易风险，另一方面柬埔寨和越南基地距离较近，管理半径小！ （2）越南成本优势突出，增速引领行业：随着美国对东南亚双反调查落地，赛轮越南成为整个东南亚出口美国税率最低的公司，成本优势进一步凸显，公司产品供不应求。在越南成本优势突出且美国高毛利市场增长的驱动下，公司2021年1季度增长引领轮胎行业，公司高增速可期！ 风险因素：新建产能产销不及预期 ，橡胶价格大幅波动的风险,251.54,2021-04-30,A601058,0
1158,1158,202105金股.xlsx,2021/4/30,"桐昆股份
SH601233",SH601233,0.5839,0.0258,0.0441,连续10个月推荐,4,化工,中市值,中原证券,1）随着疫情转好带动需求端恢复，以及一季度纺织端在上游长丝销量减少的背景下使得其原料库存逐渐去化，我们认为后期长丝大概率将延续景气上行趋势。2）公司拥有浙江石化 20%股权，投资收益丰厚。浙江石化具有规模优势明显、一体化程度高、加工能力大、化工品占比高等优势。2019 年年中一期2000 万吨装置投入试运行后，实际盈利能力强劲。二期预计2021年上半年投产，业绩释放空间巨大。,532.99,2021-04-30,A601233,0
1159,1159,202105金股.xlsx,2021/4/30,"江苏银行
SH600919",SH600919,0.9568,0.0014,0.0014,连续3个月推荐,4,银行,大市值,中原证券,公司业绩增速与资产质量持续改善，Q1改善非常显著，预计公司业绩改善持续周期较长，估值修复空间大。,1036.13,2021-04-30,A600919,0
1167,1167,202105金股.xlsx,2021/4/30,"云 天 化
SH600096",SH600096,0.6757,0.059,0.1017,连续2个月推荐,1,化工,小市值,长城证券,云天化是国内磷肥行业龙头，磷肥行业经历10余年洗牌目前全球市场整体处于供需平衡局面。磷肥价格自去年4季度开启上行通道，我们认为本轮磷肥行业景气度持续时间可以看3年，重点推荐标的为云天化。,108.48,2021-04-30,A600096,0
1169,1169,202105金股.xlsx,2021/4/30,"华新水泥
SH600801",SH600801,0.3826,0.0356,0.061,连续9个月推荐,2,建筑材料,中市值,长城证券,水泥价格4月持续复苏，价格同比由负转正。2021年水泥价格有望超过2019年的水平，关注华中、华东区域复苏。关注成长性较好以及去年基数较低的华新水泥。,306.42,2021-04-30,A600801,0
1170,1170,202105金股.xlsx,2021/4/30,"山西汾酒
SH600809",SH600809,0.8188,-0.0126,-0.022,连续5个月推荐,1,食品饮料,大市值,长城证券,“十四五”规划开局之年，20年业绩表现靓丽。改革增长逻辑持续兑现，“抓两头、带中间”产品策略全线收割行业红利，品牌强势回归，省外市场加速拓展，清香龙头全国化进程再起航。,3518.46,2021-04-30,A600809,0
1171,1171,202105金股.xlsx,2021/4/30,"隆基股份
SH601012",SH601012,0.6991,-0.0327,-0.0269,连续11个月推荐,5,电气设备,大市值,长城证券,2020年公司业绩符合市场预期，2021Q1业绩大超市场预期。21Q1硅片盈利能力超预期；电池片迭代有望保持持续领先；组件走向全球第一龙头优势进一步强化。,3771.68,2021-04-30,A601012,0
1172,1172,202105金股.xlsx,2021/4/30,"吉祥航空
SH603885",SH603885,0.6894,-0.0014,-0.0425,连续3个月推荐,1,交通运输,中市值,长城证券,行业、公司、运力三重拐点叠加航空复苏周期最受益品种，未来市场认知将逐步从高弹性β转至成长性α。经营数据逐步恢复，疫情影响显著缓解。在疫情影响行业需求的大背景下，公司通过缩减运力、发展货运等多种手段降低影响。资产运营效率高、长期具备成长性的民营航司有望先于行业走出困境。,255.18,2021-04-30,A603885,0
1173,1173,202105金股.xlsx,2021/4/30,"五 粮 液
SZ000858",SZ000858,0.566,-0.0157,-0.0453,连续14个月推荐,3,食品饮料,大市值,长城证券,团购发力，全国化进程明显，且动销逐渐升温。改革活力迸发，在市场、渠道、品牌、产品领域已经构建企业发展新格局，为“十四五”高质量发展奠定了良好基础。牛年春节的开门红只是公司进入高质量发展期的一个开始，随着内部全面深化改革，创新驱动战略落实，公司未来将进入全面发力期，渠道管控、品牌塑造、产品口碑将进一步提升，长期来看处于量价齐升的上行趋势。,10493.57,2021-04-30,A000858,0
1175,1175,202105金股.xlsx,2021/4/30,"东方财富
SZ300059",SZ300059,0.5562,-0.0355,-0.0636,连续17个月推荐,8,非银金融,大市值,长城证券,"公司拟发行可转债募集资金总额（含发行费用）不超过人民币158亿元，其中预计不超过140亿元用于信用交易业务，扩大融资融券业务规模；将不超过18亿元用于扩大证券投资业务规模,以提高公司市场竞争力。基于此，预计2020-2022年行业股基交易量同比增速分别为61%、15%、12%，新发基金同比增速分别为100%、30%、30%，利润率分别为54%、55%、56%，公司的股基市占率及两融市占率稳步提升，经纪业务佣金率及两融费率总体平稳。",2695.91,2021-04-30,A300059,0
1176,1176,202105金股.xlsx,2021/4/30,"爱 美 客
SZ300896",SZ300896,0.6959,-0.0753,-0.1556,连续7个月推荐,1,医药生物,小市值,长城证券,公司聚焦医美市场，战略清晰，凭借着精准的产品定位能力强劲的产品研发能力，已成为国内医美市场中的行业龙头。公司产品系列布局完善，目前已拥有6项三类医疗器械证书，爆款产品嗨体将持续推动业绩快速增长。同时，公司在研产品储备丰富，童颜针已经进入注册申报阶段、有望率先上市，肉毒素及利拉鲁肽正处于临床阶段，公司未来长期增长动力充足。,146.81,2021-04-30,A300896,0
1177,1177,202105金股.xlsx,2021/4/30,"太钢不锈
SZ000825",SZ000825,,0.0942,0.2041,连续2个月推荐,2,钢铁,中市值,国金证券,【国金钢铁】太钢不锈：全年重视，估值低+向上弹性大，个股α开始体现，维持年内500亿目标!! ?核心观点：业绩超预期、低估值提供股价安全边际+宝武入主后力争打造成40-50%不锈钢龙头，向上空间巨大。有业绩、有估值、有故事，若兑现，可给予不锈钢龙头10-15倍PE，有望走出除板块β外的个股α，年内第一目标价500亿： 1）Q1业绩大超预期，对应年化PE仅4倍，板块内最低之一。按公告业绩中枢的18.5亿元，仅一季度利润就超过20年全年业绩总和。全年70亿+利润，对应PE 4.8倍，PB为1倍。若后续并购逻辑兑现，22年不考虑行业，还有利润增长，估值更低。 2）继续强调“量”增逻辑：产能三年翻两番，有望成为40%市占龙头。第一步，23年末不锈钢规模从现在的450万吨到1500万吨，实现三年翻两番；第二步，“十四五”末不锈钢规模1800万吨，镍、铬资源自给率30%以上、50%以上，营收规模两千亿级，利润水平百亿级。主要通过兼并重组、海外布局等方式。此外，“利”升逻辑：新型一体化工艺带来的潜在盈利提升。 全市场唯一强推卖方&唯一深度 2021.3《宝武入主，打造不锈钢旗舰平台》http://note.youdao.com/s/5gQ9N4H6 2021.4《Q1业绩点评》http://note.youdao.com/s/Gw6FaHHy 联系人：倪文祎18116267337,399.31,2021-04-30,A000825,0
1178,1178,202105金股.xlsx,2021/4/30,"云铝股份
SZ000807",SZ000807,0.9881,0.043,0.1385,连续4个月推荐,6,有色金属,中市值,国金证券,云铝股份推荐逻辑 ■主要项目建设顺利，生产成本有所回落：随着海鑫、溢鑫、文山水电铝项目的建设，20年末公司水电铝产能增至278万吨，产量242万吨、同比增长28%，新产能投产对公司业绩贡献明显。从产品价格看，公司售价（不含税）11978元/吨、同比下降5%，单位生产成本（不含税）10268元/吨、同比下降6%。随着氧化铝价格的回落及生产和管理指标的优化，公司成本竞争力有所提升。公司预计21年老产能用电价格约0.37元/千万时，较20年增加0.024元，新产能用电价格约0.28元/千瓦时，新产能投产有利于稳定综合用电成本。 ■产能天花板背景下，公司成长属性稀缺：随着国内电解铝产能天花板的出现，公司是行业内稀缺的成长标的。公司电解铝总产能320万吨、其中在建产能42万吨，权益产能256万吨。公司预计21年电解铝产量287万吨，较20年增长19%。此外，公司完成竞购山东华宇13.5万吨电解铝产能指标，待指标转移完成后，公司总产能将在320万吨的基础上继续增长。 ■公司能源结构为水电，碳中和背景下水电铝产品具有稀缺性：公司地处云南，能源结构全部为水电并采用网电，这与国内以火电、以自备电为主的能源结构有明显差异。水电铝的碳排放量仅为火电铝的20%，国内实施碳交易后对水电铝企业成本影响有限，受自备电厂缴纳相关费用影响的可能性低。 ■新一轮供给侧改革启动，看好铝价走势：20年末国内电解铝产能约4100万吨，产能利用率约92%，需求增速约4.7%。在产能接近天花板的背景下，对违规产能的清理及新产能投产的延期，将加剧国内供应紧张的情况。21年国内铝价（含税）从年初15475元涨至19000元、涨幅为23%。我们看好铝价走势，公司有望充分受益。 盈利调整与投资建议 ■预计21-23年铝价（含税）17000/17500/18000元，公司产量287/300/320吨，预计未来三年EPS1.39/1.66/2.04元，给予“买入”评级。 风险提示 ■全球疫情反复；美联储收紧流动性；新项目延期；安全和环保风险。,379.35,2021-04-30,A000807,0
1180,1180,202105金股.xlsx,2021/4/30,"桐昆股份
SH601233",SH601233,0.5839,0.0258,0.0441,连续10个月推荐,4,化工,中市值,国金证券,桐昆股份自有pta和聚酯产能均具有明显的行业超额收益，同时持有浙石化20%的权益收益，伴随浙石化二期在2021年有望在年中全面投产以及浙石化一期项目满负荷生产，即使行业维持景气底部，2021年桐昆仍可以有50%以上的成长性，伴随全球原油价格回归理性区间以及全球疫苗的大规模推广，行业景气度有望持续回暖，PTA-聚酯环节价差持续回升，从2020年30+%历史百分位上升至60+%历史百分位，因而一季报净利达17.17亿元，长丝端价格回暖给公司业绩带来较为显著的盈利弹性，因而我们将2021年盈利预测从2021年45.93亿元上调至51.06亿元，我们认为在保底测算条件下，桐昆股份具有在2022年获超70亿市值的能力，以景气底部15倍pe考虑，桐昆股份市值存在超千亿可能性，我们认为桐昆股份处于低估值状态，在公司具有显著成长性及业绩弹性的情况下，持续给予“买入”评级,532.99,2021-04-30,A601233,0
1182,1182,202105金股.xlsx,2021/4/30,"万 科Ａ
SZ000002",SZ000002,0.2863,0.0029,-0.006,连续12个月推荐,1,房地产,大市值,国金证券,万科推荐逻辑： ?行业基本面改善，2021年将是房地产估值提升的起点。①此前基本面面临的问题：2018年以来行业面临销售毛利率下行问题是由于房价涨幅不及地价导致。②目前基本面出现改善，具体表现在房价端：2020年开始房价呈现新一轮上涨。地价端：三条红线，房地产贷款集中度管理政策等管控后，地价在一定程度上可控。此次土地集中供应政策出台进一步强化了重点城市地价可控的观点。③房价地价比改善，我们预计2021年及往后开发商销售毛利率将企稳回升。④目前房地产估值处于较低位，我们认为房地产基本面改善也应体现在股价中。⑤如若股市赚钱效应减弱，房地产股的防守性溢价将显现，涨幅或将更高。 ?头部房企，地位稳固，可兼顾规模增长，具备溢价性：①万科作为地产龙头企业，在房地产行业受到全面管控背景下，其周转运营高效，资债指标稳健，受三条红线影响较小，仍然能够兼顾规模增长。②2020年以来，万科销售数据表现优秀，较往年增长快速，我们认为万科将重回规模增长路径。③从PE角度，目前万科估值处于相对低位，考虑到万科持有型资产已形成较大投资规模，且在报表中以成本法计价，大量计提折旧使得利润被低估；同时，万科物业虽未上市，其一哥地位毋庸置疑，存在隐性价值显性化可能，我们认为万科应享有更高估值。④站在当前时点，预计万科2021年可实现约25%的涨幅。 ?投资建议：我们预计2021-2023年EPS为3.79元、4.08元和4.67元，增速分别为6.2%，7.6%，14.5%，维持37.08元目标价。,2715.0,2021-04-30,A000002,0
1183,1183,202105金股.xlsx,2021/4/30,"腾讯控股
HK00700",HK00700,0.3567,-0.0156,-0.0345,连续4个月推荐,3,港股,小市值,国金证券,腾讯控股推荐理由： 1、 核心壁垒：用户基本盘稳健，构建的社交关系链具备可迁移性，参考电脑QQ-手机QQ-微信的演变历程，其关系链导入在渠道变迁中具备优势； 2、 游戏业务仍然为21年提供业绩强支撑，预计若《英雄联盟手游》《DNF手游》的上线将为2021年业绩带来可观增量。《王者荣耀》等爆款老游戏活跃用户稳定，ARPU值随皮肤价格提升有望提高，新游《英雄联盟手游》预计将在Q2上线。 3、优质港股互联网龙头公司基本面良好，港股互联网调整过程中具备配置机会，未来港股互联网龙头公司有望成为长期核心配置资产。,0.0,2021-04-30,AK00700,0
1185,1185,202105金股.xlsx,2021/4/30,"兆易创新
SH603986",SH603986,0.2727,-0.0503,-0.0791,连续4个月推荐,1,电子,中市值,国金证券,兆易创新推荐逻辑： Q1业绩超预期，高研发投入形成正循环。21Q1公司实现营收16.04亿元，同比+99.13%，归母净利润3.01元，同比+79.43%。营收和净利润增速均高于彭博一致预期的Q1增速+53.54%和51.79%，也显著高于wind一致预期的21年全年增速39.38%和55.5%，这主要得益于物联网、车联网、5G等市场需求的持续旺盛，以及供应链本土化趋势下，公司产品供应量增加，且供应价格得以提升，各产品线收入增加，使得收入和净利润均实现大幅增长。此外，21Q1研发费用高达1.58亿元，同比+49.50%，公司加大员工股权激励费用，锁定核心员工利益，并继续增进研发投入力度，合作开发及研发所需软件等费用均有提升，为公司形成正向循环，铸高公司核心业务的技术壁垒。 市场需求良好叠加产业链涨价趋势明显，公司全年业绩有望高速增长。21Q1公司存货为8.91亿元，同比+20.47%，合同负债为1.69亿元，同比+109.96%，存货和合同负债高增彰显下游需求旺盛。分业务来看，1）NOR Flash：受下游需求旺盛和晶圆产能紧张的双重影响，目前市场NOR Flash涨价趋势明显，预计Q2公司NOR Flash产品涨价超10%，新增55nm产品订单已与华虹达成合作并积极扩产，预计全年NOR Flash业务有望实现快速增长。2）MCU：受益于国产替代和国外主要MCU厂商涨价趋势（Q1上涨10%-20%），公司积极布局的GD32和首发的基于RISC-V内核的32位通用MCU产品均有望量价齐升，加速国产替代步伐。3）DRAM：公司自研19nmDRAM产品预计21H1出货，面向IPC、TV等消费类利基市场，且在制程上领先其他国产厂商，未来有望率先打破国外垄断局面，叠加近期DRAM涨价趋势明显，全年有望实现高增长。整体我们认为随着市场需求旺盛和产业链进入涨价周期，公司全年营收及盈利水平有望大幅提升。 投资建议 预计21-23年公司归母净利润分别为13.17/18.34/21.57亿元。继续维持“买入”评级。 风险提示 中美科技竞争加剧风险；海外疫情二次爆发风险；大股东减持风险。,822.91,2021-04-30,A603986,0
1186,1186,202105金股.xlsx,2021/4/30,"药明康德
SH603259",SH603259,0.5946,-0.0402,-0.0986,连续7个月推荐,6,医药生物,大市值,国金证券,【药明康德】 主要推荐理由： ①受益于医药创新外需旺盛（产业转移+产业升级），内需提振（中国医药创新崛起，越来越多的后期项目），CXO行业高景气。 ②公司作为一站式龙头公司，竞争力强、提供服务优质，成长确定性强，成长高于行业平均成长。 ③2021年小幅边际改善，增速继续小幅提升。（主营业务+投资类业务都是高增长）,2107.14,2021-04-30,A603259,0
1187,1187,202105金股.xlsx,2021/4/30,"兔 宝 宝
SZ002043",SZ002043,0.3997,0.0075,0.0359,连续2个月推荐,1,建筑材料,小市值,西南证券,兔宝宝的核心竞争力是在板材行业具备强大的品牌力和根深蒂固的环保健康理念，兔宝宝板材基本意味着同类产品的最高品质。兔宝宝21年最大的弹性和未来的长期逻辑在于兔宝宝易装业务，兔宝宝易装属于定制家具赛道，公司依靠兔宝宝板材的强大竞争力和市场认可度，通过整合全国富余的家具加工产能（加工中心）、拓展具备设计和服务思维的易装经销商（经销商主打40-50平米的社区店），实现定制家具赛道的快速切入和发展。定制产品使用兔宝宝高质量环保板材是易装目前最大的竞争力，且与欧派、索菲亚等定制巨头具备明显差异化，品牌起点高，消费端存在刚需。21年将是易装业务快速发展的一年，长期成长能力也较强。21年预期公司6亿利润，22年约8亿利润，对应目前PE水平为14X和11X，是消费建材零售赛道少有的低估值标的，公司近期3亿元回购股份注销，自身认可程度也较高，看21年估值提升至22X以上，目标空间50%以上。 股价催化剂：业绩高增长。,82.12,2021-04-30,A002043,0
1188,1188,202105金股.xlsx,2021/4/30,"蔚蓝锂芯
SZ002245",SZ002245,0.8761,-0.0177,0.0332,连续3个月推荐,3,交通运输,小市值,西南证券,1、公司是工具锂电国内龙头公司，今年工具锂电池放量增长，下游需求旺盛，供给偏紧，行业景气度高； 2、LED业务去年四季度扭亏，趋势向好； 3、公司业绩受锂电池业务带动，将实现高速增长，21年净利润6个亿，22年8个亿，目前PE20倍，低于同类型公司。 股价催化剂：一季度业绩超预期。,126.37,2021-04-30,A002245,0
1189,1189,202105金股.xlsx,2021/4/30,"平安银行
SZ000001",SZ000001,0.856,0.0234,0.0331,连续5个月推荐,6,银行,大市值,西南证券,1、背靠平安集团，有客户资源、综合金融服务及研发的优势，公司资产规模稳健增长，综合治理能力和科技实力快速提升。 2、 持续推进零售转型，2020年零售AUM超过2.6万亿，增长32.4%，零售客户数突破1亿，私行规模扩张快于整体，私行AUM达1.1万亿，同比增长53.8%。 3、资产质量持续改善，2020年加大拨备计提力度和资产处置力度，拨备覆盖率同比大幅提升，风险抵补能力充足。 股价催化剂：客户数量/AUM超预期增长，科技赋能超预期落地等。,4560.35,2021-04-30,A000001,0
